@relation combined_iSOL_SentiCon_MuchoCine

@attribute iSOL_PosCount_Body numeric
@attribute iSOL_NegCount_Body numeric
@attribute iSOL_PosCount_Summ numeric
@attribute iSOL_NegCount_Summ numeric
@attribute SC_totalSO_0_Body numeric
@attribute SC_posSO_0_Body numeric
@attribute SC_negSO_0_Body numeric
@attribute SC_totalSO_1_Body numeric
@attribute SC_posSO_1_Body numeric
@attribute SC_negSO_1_Body numeric
@attribute SC_totalSO_2_Body numeric
@attribute SC_posSO_2_Body numeric
@attribute SC_negSO_2_Body numeric
@attribute SC_totalSO_3_Body numeric
@attribute SC_posSO_3_Body numeric
@attribute SC_negSO_3_Body numeric
@attribute SC_totalSO_4_Body numeric
@attribute SC_posSO_4_Body numeric
@attribute SC_negSO_4_Body numeric
@attribute SC_totalSO_5_Body numeric
@attribute SC_posSO_5_Body numeric
@attribute SC_negSO_5_Body numeric
@attribute SC_totalSO_6_Body numeric
@attribute SC_posSO_6_Body numeric
@attribute SC_negSO_6_Body numeric
@attribute SC_totalSO_7_Body numeric
@attribute SC_posSO_7_Body numeric
@attribute SC_negSO_7_Body numeric
@attribute SC_totalSO_0_Summ numeric
@attribute SC_posSO_0_Summ numeric
@attribute SC_negSO_0_Summ numeric
@attribute SC_totalSO_1_Summ numeric
@attribute SC_posSO_1_Summ numeric
@attribute SC_negSO_1_Summ numeric
@attribute SC_totalSO_2_Summ numeric
@attribute SC_posSO_2_Summ numeric
@attribute SC_negSO_2_Summ numeric
@attribute SC_totalSO_3_Summ numeric
@attribute SC_posSO_3_Summ numeric
@attribute SC_negSO_3_Summ numeric
@attribute SC_totalSO_4_Summ numeric
@attribute SC_posSO_4_Summ numeric
@attribute SC_negSO_4_Summ numeric
@attribute SC_totalSO_5_Summ numeric
@attribute SC_posSO_5_Summ numeric
@attribute SC_negSO_5_Summ numeric
@attribute SC_totalSO_6_Summ numeric
@attribute SC_posSO_6_Summ numeric
@attribute SC_negSO_6_Summ numeric
@attribute SC_totalSO_7_Summ numeric
@attribute SC_posSO_7_Summ numeric
@attribute SC_negSO_7_Summ numeric
@attribute class {-1,1}

@data
15,9,0,0,1.146,1.583,-0.437,0,0,0,1,1,0,0,0,0,0.7,0.7,0,0,0,0,0.24,0.636,-0.396,0.5,0.75,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,9,0,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0.375,-0.375,0,0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
29,12,0,0,0.266,0.266,0,0,0,0,0.875,0.875,0,0,0,0,1.849,2.474,-0.625,0,0,0,2.05,3.07,-1.02,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,-0.375,0,-0.375,0,0,0,1
44,31,0,1,0.591,1.028,-0.437,0,0,0,1,1,0,0.75,0.75,0,5.065,5.065,0,0.5,1,-0.5,2.27,3.643,-1.373,0.75,2,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0,0,-1
4,5,0,0,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.568,0.688,-1.256,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
24,31,0,2,0.265,1.063,-0.798,-0.437,0,-0.437,0.792,0.792,0,0,0,0,1.275,1.9,-0.625,-0.5,0.5,-1,2.403,4.474,-2.071,-0.25,0.25,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,-1
22,29,0,2,0.94,1.583,-0.643,0,0,0,1,1,0,0,0,0,1.188,1.73,-0.542,0,0,0,1.778,3.04,-1.262,0.5,1.25,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646,0.646,0,0,0,0,-1
13,5,0,0,0.537,1.549,-1.012,-0.75,0,-0.75,0,0,0,0,0,0,0.625,0.625,0,0.5,0.5,0,0.764,1.139,-0.375,0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
18,25,1,1,1.16,1.16,0,-0.583,0,-0.583,0,0,0,-0.75,0,-0.75,1.73,1.73,0,0.5,0.5,0,1.855,3.911,-2.056,0.25,0.75,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033,0.292,-0.325,0,0,0,-1
21,14,0,0,1.577,2.014,-0.437,-0.375,0,-0.375,0.792,0.792,0,0,0,0,2.439,2.439,0,-0.5,0.5,-1,2.711,3.492,-0.781,0,0.75,-0.75,-0.437,0,-0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
14,16,2,0,0.88,1.775,-0.895,0,0,0,1.792,1.792,0,-0.75,0,-0.75,1.286,1.286,0,0,0,0,1.371,1.994,-0.623,0.25,0.5,-0.25,0,0,0,0,0,0,0.792,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,65,0,0,0.157,3.028,-2.871,-0.75,0,-0.75,-2,0,-2,1.5,1.5,0,1.455,2.033,-0.578,-1,0.5,-1.5,1.206,5.726,-4.52,0.75,1.75,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,33,0,0,-0.205,1.099,-1.304,-0.333,0,-0.333,0.813,0.813,0,0,0,0,0.143,1.971,-1.828,-1.5,0,-1.5,2.331,4.275,-1.944,0,0.75,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,26,0,0,-0.38,2.618,-2.998,0,0,0,1.792,1.792,0,0,0,0,1.115,1.782,-0.667,-0.5,0,-0.5,5.868,6.849,-0.981,1.25,1.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0,0,0,0,0,0,0,0,0,0,1
35,40,0,1,2.322,4.754,-2.432,0,0,0,0.792,0.792,0,-0.75,0,-0.75,1.35,1.875,-0.525,0,0,0,2.104,3.531,-1.427,0.75,1,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1
4,9,0,0,0,0,0,0,0,0,0.792,0.792,0,0,0,0,-0.525,0,-0.525,0,0,0,0.029,1.013,-0.984,-0.75,0,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.375,0,-0.375,0,0,0,-1
17,16,0,0,1.027,1.36,-0.333,0,0,0,-0.083,0.792,-0.875,0,0,0,-0.625,0,-0.625,-0.5,0,-0.5,0.695,2.03,-1.335,0.25,0.5,-0.25,-0.333,0,-0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
7,12,0,0,0.396,0.833,-0.437,0.625,0.625,0,0.792,0.792,0,0,0,0,0.1,0.625,-0.525,-0.5,0,-0.5,0.666,0.978,-0.312,0.25,0.5,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
33,36,1,0,0.251,2.409,-2.158,0.125,0.875,-0.75,0.875,0.875,0,-0.75,0,-0.75,2.594,3.844,-1.25,-0.5,0,-0.5,4.192,5.823,-1.631,0.25,1,-0.75,0.278,0.278,0,0,0,0,0,0,0,0,0,0,0.708,0.708,0,0,0,0,0,0,0,0,0,0,1
8,9,1,0,0.43,0.833,-0.403,0,0,0,1.792,1.792,0,0,0,0,0,0,0,0,0.5,-0.5,-0.896,0.575,-1.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,1
28,7,1,0,1.632,2.069,-0.437,-0.625,0,-0.625,1.875,1.875,0,0,0,0,2.453,2.453,0,-0.5,0,-0.5,3.924,3.924,0,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
19,9,0,0,0.485,1.369,-0.884,0,0,0,0.075,0.875,-0.8,0,0,0,1.156,1.156,0,0.5,0.5,0,1.444,1.705,-0.261,0.75,1,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
22,13,1,0,1.412,2.88,-1.468,0,0,0,0,0,0,-0.75,0,-0.75,2.051,2.626,-0.575,-0.5,0,-0.5,0.519,1.117,-0.598,0,0.5,-0.5,-0.375,0,-0.375,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,-1
20,12,1,2,0.502,1.905,-1.403,0,0,0,0.792,0.792,0,0.75,0.75,0,2.451,2.451,0,0,0,0,1.936,2.701,-0.765,0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0,0,0,0,-1
9,11,1,0,2.466,2.895,-0.429,0,0,0,0.813,0.813,0,0.75,0.75,0,-1.192,0,-1.192,-0.5,0,-0.5,0.042,0.792,-0.75,-0.5,0,-0.5,0,0,0,0,0,0,0.813,0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,43,0,0,-0.127,2.216,-2.343,-1,0,-1,-0.062,0.813,-0.875,-0.75,0,-0.75,1.7,3.574,-1.874,-1,0,-1,5.419,6.406,-0.987,1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0,0,0,0,1
5,9,0,1,-0.198,1.458,-1.656,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,0.5,0.5,0,0.744,0.744,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
35,24,2,0,2.109,2.796,-0.687,0,0,0,1.442,2.442,-1,0,0,0,0.038,1.188,-1.15,-1.5,0,-1.5,2.311,3.803,-1.492,1.25,1.25,0,0.458,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0.728,0,0,0,0,1
7,9,0,1,-0.458,0,-0.458,0,0,0,0.792,0.792,0,0,0,0,-0.583,0.625,-1.208,0,0,0,1.299,1.632,-0.333,-0.25,0.5,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
10,11,1,0,0.559,0.559,0,-0.375,0,-0.375,0.813,0.813,0,0,0,0,0.625,0.625,0,0,0,0,0.906,2.226,-1.32,1,1.25,-0.25,0,0,0,0,0,0,0.813,0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,4,1,0,0.833,0.833,0,0,0,0,0,0,0,0.75,0.75,0,1.167,1.167,0,0.5,0.5,0,0.417,0.792,-0.375,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,0.792,0,0,0,0,1
24,26,0,0,2.843,3.218,-0.375,0,0,0,-0.8,0,-0.8,0.75,0.75,0,0.563,0.563,0,-1,0,-1,1.663,2.933,-1.27,0,0.75,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
67,52,0,0,2.048,3.411,-1.363,-0.5,0,-0.5,2.605,2.605,0,0,0,0,3.251,4.501,-1.25,-1.5,0,-1.5,5.358,7.685,-2.327,1.25,2.5,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0.589,0,0,0,0,0,0,0,0,0,0,1
46,36,1,1,-0.354,1.187,-1.541,0,0,0,1.567,1.567,0,0,0,0,3.703,4.37,-0.667,0,0.5,-0.5,5.789,7.563,-1.774,0.75,1.75,-1,0,0,0,0,0,0,0.775,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,13,1,0,0.661,0.661,0,0,0,0,0.792,0.792,0,0,0,0,1.176,1.176,0,0.5,0.5,0,0.035,1.097,-1.062,0.75,1,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.375,0,-0.375,0,0,0,1
14,11,0,0,0.413,1.125,-0.712,0,0,0,0,0,0,0,0,0,0.1,0.625,-0.525,0,0,0,0.791,1.487,-0.696,0.25,0.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0.338,0,0,0,0,1
50,64,0,0,-1.205,2.005,-3.21,-1,0,-1,-1.083,0.792,-1.875,0,0,0,-0.546,1.822,-2.368,-1,0.5,-1.5,4.011,7.71,-3.699,0,0.75,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,12,1,0,0.906,1.989,-1.083,0,0,0,0.792,0.792,0,-0.75,0,-0.75,0,0,0,0.5,0.5,0,-0.021,1.079,-1.1,0.5,0.75,-0.25,0.833,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,-1
12,11,1,0,0.43,0.833,-0.403,0,0,0,0,0,0,0.75,0.75,0,-1.875,0,-1.875,0.5,0.5,0,0.462,1.483,-1.021,-0.25,0.25,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1
31,42,2,0,0.65,1.087,-0.437,0,0,0,-0.208,0.792,-1,0,0,0,2.318,2.318,0,1,2,-1,4.882,6.241,-1.359,1,1.75,-0.75,0,0,0,0,0,0,0.792,0.792,0,0,0,0,0.661,0.661,0,0,0,0,0,0,0,0,0,0,-1
16,4,2,0,0.547,0.906,-0.359,0,0,0,0.792,0.792,0,0,0,0,1.286,1.286,0,0.5,0.5,0,2.097,2.097,0,0.75,1,-0.25,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321,0.321,0,0,0,0,1
7,12,0,0,1.336,1.989,-0.653,0,0,0,0.792,0.792,0,0,0,0,0.625,0.625,0,-0.5,0,-0.5,0.028,1.049,-1.021,0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,15,1,0,1.283,1.583,-0.3,0,0,0,-0.208,0.792,-1,0,0,0,0.625,0.625,0,0,0,0,1.356,2.329,-0.973,0,0.75,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,12,1,0,0.403,0.806,-0.403,0,0,0,1,1,0,0,0,0,0.634,1.259,-0.625,1,1,0,1.066,1.937,-0.871,0.5,0.75,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,0,0,0,0,0,0,0,0,0,0,1
18,8,0,1,-0.258,1.028,-1.286,0,0,0,0,0,0,0,0,0,0.138,0.7,-0.562,0.5,0.5,0,1.032,1.719,-0.687,-0.25,0.25,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,-0.25,1
9,12,0,0,2.046,2.764,-0.718,0.708,0.708,0,0,0,0,0.75,0.75,0,1.225,1.225,0,0,0.5,-0.5,0.165,0.804,-0.639,-0.75,0.5,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,-0.264,0,-0.264,0,0,0,-1
35,46,0,0,-1.372,1.16,-2.532,-0.375,0.625,-1,0,0,0,0,0,0,1.761,2.948,-1.187,-1,0.5,-1.5,4.791,7.111,-2.32,0.5,2,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,7,0,0,0.531,1.239,-0.708,0,0,0,0,0,0,0,0,0,0.013,1.263,-1.25,0,0,0,0.304,1.804,-1.5,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.458,0.458,0,0,0,0,1
12,15,0,1,-0.625,0,-0.625,0,0,0,0,0.875,-0.875,0.75,0.75,0,0.068,1.938,-1.87,0,0.5,-0.5,1.577,1.577,0,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,0.575,0,0,0,0,1
104,135,0,2,-1.301,3.538,-4.839,0,0,0,-1.883,0.792,-2.675,0.75,0.75,0,1.272,4.439,-3.167,0.5,1.5,-1,3.282,12.278,-8.996,1.75,2.75,-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.625,0,-0.625,0,0,0,0.693,0.693,0,0,0,0,1
12,3,0,0,1.517,1.517,0,0,0,0,0.792,0.792,0,0,0,0,-0.525,0,-0.525,-0.5,0,-0.5,-0.058,0.592,-0.65,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,-1
17,26,0,0,0.176,1.583,-1.407,0,0,0,-0.125,0.875,-1,0,0,0,-0.094,0.531,-0.625,0,0,0,1.185,3.392,-2.207,-0.25,1,-1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
11,9,0,0,1.453,2.028,-0.575,0,0,0,0,0,0,0,0,0,1.189,1.876,-0.687,-1,0,-1,1.582,3.436,-1.854,-0.25,0.25,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104,0.313,-0.417,-0.25,0,-0.25,-1
8,12,0,0,0.721,1.55,-0.829,0,0,0,0.792,0.792,0,0,0,0,0,0,0,-0.5,0,-0.5,1.745,1.745,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
28,9,3,1,0.899,1.441,-0.542,0,0,0,0.792,0.792,0,-0.75,0,-0.75,1.85,1.85,0,0,0,0,6.569,7.537,-0.968,0.5,1.5,-1,-0.542,0,-0.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,17,0,0,1.083,1.083,0,0,0,0,0,0,0,0,0,0,-0.525,0,-0.525,0,0,0,0.636,1.011,-0.375,-0.5,0.25,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0.438,0,0,0,0,-1
8,10,0,1,0.05,0.625,-0.575,0,0,0,0.792,0.792,0,0.75,0.75,0,0,0,0,0,0,0,1.749,2.03,-0.281,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0.384,0,0,0,0,-1
16,7,0,1,2.563,2.563,0,0,0,0,0.792,0.792,0,0.75,0.75,0,0.634,0.634,0,0,0,0,0.77,1.051,-0.281,-0.5,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.275,0,0,0,0,1
9,16,1,1,0.404,0.833,-0.429,0,0,0,-0.083,0.792,-0.875,0,0,0,-0.062,0.563,-0.625,-1.5,0.5,-2,0.392,1.434,-1.042,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.417,0,0,0,0,-1
24,13,0,0,1.408,3.299,-1.891,0,0,0,2.442,2.442,0,0,0,0,1.849,1.849,0,0,0,0,1.786,2.161,-0.375,0.25,0.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,20,0,1,0.35,0.35,0,0,0,0,0.792,0.792,0,0,0,0,3.837,3.837,0,0,1,-1,3.68,4.266,-0.586,0.75,1.25,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1
9,11,0,0,0,0,0,0,0,0,0.875,0.875,0,0,0,0,-0.525,0,-0.525,-0.5,0,-0.5,-0.063,0.687,-0.75,0.25,0.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
32,36,0,1,2.033,2.542,-0.509,0,0,0,0,0,0,0,0,0,3.606,4.131,-0.525,-0.5,0,-0.5,3.116,4.824,-1.708,-0.5,1,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
15,17,0,2,1.543,2.313,-0.77,0,0,0,1,1,0,0,0,0,-0.104,0.563,-0.667,-0.5,0,-0.5,1.198,2.191,-0.993,0,0.5,-0.5,-0.437,0,-0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0.338,0,0,0,0,-1
19,15,0,1,-0.211,0.684,-0.895,0.708,0.708,0,-1.041,0.792,-1.833,0,0,0,0.625,0.625,0,0,0,0,1.03,2.67,-1.64,0.25,1,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.609,0,-0.609,0,0,0,-1
62,85,1,0,-0.859,0.833,-1.692,-0.27,0.313,-0.583,-0.792,0,-0.792,0.75,0.75,0,2.359,3.531,-1.172,0.5,1.5,-1,7.264,12.528,-5.264,0.5,2,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,17,0,1,3.397,3.397,0,-0.333,0,-0.333,1.584,1.584,0,2.25,2.25,0,0.725,1.25,-0.525,0,0,0,3.521,4.242,-0.721,0.25,1,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,18,0,0,0.134,1.541,-1.407,0,0,0,0.875,0.875,0,0,0,0,1.994,1.994,0,0.5,0.5,0,1.513,2.346,-0.833,0.5,1,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
17,17,1,1,1.781,1.781,0,0,0,0,0.792,0.792,0,0,0,0,1.849,1.849,0,-0.5,0,-0.5,0.338,1.361,-1.023,0.25,0.5,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,0,-0.5,0,0,0,0,0,0,1
21,11,1,0,1.192,1.775,-0.583,0,0,0,1.792,1.792,0,0,0,0,0,0,0,0,0,0,3.14,3.473,-0.333,1,1.25,-0.25,0.406,0.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,1
5,10,0,0,-1.135,0.406,-1.541,0,0,0,0,0,0,0,0,0,-1.192,0,-1.192,-0.5,0.5,-1,1.146,1.146,0,-0.25,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
24,13,0,0,1.63,2.317,-0.687,0,0,0,0.792,0.792,0,0,0,0,1.146,1.813,-0.667,-0.5,0,-0.5,2.22,2.928,-0.708,0,0.75,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.292,0,0,0.25,-0.25,1
