@relation iSOL_MuchoCine

@attribute iSOL_PosCount_Body numeric
@attribute iSOL_NegCount_Body numeric
@attribute iSOL_PosCount_Summ numeric
@attribute iSOL_NegCount_Summ numeric
@attribute class {-1,1}

@data
9,7,0,1,-1
38,13,1,0,1
21,9,1,0,1
11,20,1,2,1
6,6,0,0,-1
3,6,0,3,-1
12,9,0,0,-1
29,14,4,1,1
29,16,0,1,-1
34,19,2,0,1
28,10,3,1,-1
9,7,2,2,-1
5,4,0,1,-1
17,15,1,3,-1
23,8,3,0,1
17,28,0,1,-1
13,10,1,0,-1
21,17,0,2,1
18,22,1,1,1
11,12,0,0,-1
12,9,0,0,1
16,16,3,1,1
11,11,2,0,-1
13,4,0,0,-1
5,7,1,0,-1
27,23,0,1,1
15,13,1,1,-1
20,12,0,2,1
13,12,0,1,1
14,12,1,1,-1
12,12,0,1,-1
38,22,2,0,1
13,9,1,0,-1
7,13,1,0,1
32,12,0,0,-1
7,5,0,0,-1
7,9,0,0,-1
11,11,2,4,-1
23,14,3,0,1
18,15,1,0,-1
9,21,0,1,-1
13,7,1,1,-1
16,12,2,1,1
14,15,0,0,1
14,10,2,1,-1
4,11,0,1,-1
17,13,0,0,1
19,12,1,0,1
21,8,2,1,1
14,8,0,0,-1
7,13,0,0,-1
8,9,0,0,1
6,12,0,1,-1
8,24,0,2,-1
12,11,2,0,-1
7,7,0,0,-1
50,28,1,0,1
23,16,0,0,1
6,11,1,0,-1
30,12,4,0,1
10,6,1,1,-1
12,15,1,3,-1
17,21,0,4,-1
8,1,0,0,-1
28,17,0,1,1
8,13,1,2,-1
26,7,0,0,1
23,24,1,1,1
28,42,1,2,1
27,26,1,0,1
16,26,1,2,-1
18,21,0,1,-1
13,10,3,0,1
7,8,1,1,-1
6,9,0,0,-1
20,21,1,3,1
9,10,0,2,1
18,16,0,1,-1
6,6,0,1,1
35,29,3,0,-1
8,33,0,1,-1
19,23,1,0,-1
30,28,0,2,-1
29,16,1,1,-1
40,33,0,0,-1
19,11,1,0,1
8,9,1,1,1
4,4,0,1,1
16,10,1,1,-1
23,13,0,0,-1
14,9,1,1,1
8,11,1,0,-1
18,8,2,3,1
27,26,0,0,-1
17,19,1,0,1
17,24,0,3,-1
4,13,0,2,-1
6,8,0,0,-1
6,11,0,5,1
4,8,0,2,-1
22,9,1,0,1
25,31,2,2,1
17,17,2,0,-1
21,10,1,1,-1
29,19,2,1,-1
16,22,0,2,1
10,9,1,0,1
9,7,1,0,1
7,3,2,0,1
10,3,1,0,1
12,5,2,1,1
6,2,0,1,1
28,21,2,0,1
29,23,2,0,-1
29,20,2,1,-1
30,31,6,1,1
16,13,3,0,1
15,4,0,0,1
14,19,0,0,-1
6,5,1,1,-1
7,5,3,2,-1
11,5,2,2,1
11,12,2,2,1
14,4,2,2,1
8,7,0,1,-1
9,15,0,1,1
7,7,1,1,1
11,13,2,0,1
25,12,3,2,-1
28,21,2,1,-1
13,4,3,0,1
15,13,2,1,-1
7,12,0,0,-1
22,9,6,0,1
6,22,1,1,1
30,13,3,1,1
16,14,0,2,-1
5,14,0,1,-1
36,37,2,0,1
16,36,0,1,-1
16,7,0,0,1
4,11,0,0,-1
25,13,0,2,-1
20,17,1,0,-1
14,6,3,2,1
17,9,1,0,1
11,18,1,2,-1
11,10,1,0,1
18,8,1,1,1
29,11,2,0,1
18,24,1,1,-1
10,14,1,2,-1
6,6,0,1,1
9,2,0,2,1
14,16,1,0,1
35,15,2,0,1
5,13,0,1,-1
14,20,0,3,-1
17,6,2,0,1
18,24,3,2,-1
11,5,0,0,1
38,25,2,0,-1
11,8,1,1,-1
16,34,0,0,-1
19,25,1,1,1
8,12,1,2,-1
41,18,1,0,1
18,16,1,2,-1
20,17,0,0,-1
5,11,1,0,-1
6,4,0,0,-1
17,13,2,0,1
31,20,0,1,-1
20,22,2,1,1
9,16,1,0,1
20,9,3,0,1
17,7,2,0,-1
20,27,2,1,1
26,37,2,4,1
32,23,0,3,-1
25,38,0,2,-1
12,15,1,2,1
7,5,1,1,-1
22,11,1,0,1
5,10,2,3,-1
28,16,1,2,1
22,10,2,0,1
10,4,0,0,1
23,14,2,3,-1
14,14,2,2,-1
21,18,3,1,-1
27,22,2,0,-1
11,9,1,1,1
10,15,1,2,-1
11,17,0,1,-1
15,13,0,1,-1
19,12,0,0,-1
30,27,1,0,-1
13,14,0,1,-1
19,16,2,0,1
11,5,0,0,1
6,7,1,0,-1
7,15,0,1,-1
6,9,0,2,-1
16,8,2,2,1
10,11,3,1,-1
22,17,1,0,1
2,8,0,0,-1
14,12,1,1,1
28,23,2,1,1
16,14,2,0,1
9,6,1,1,-1
28,13,3,0,1
8,6,1,1,1
17,16,1,0,1
19,30,0,2,-1
34,20,0,0,1
29,18,2,0,1
40,18,4,1,1
5,16,0,2,-1
18,15,0,1,1
13,26,0,4,-1
9,18,2,2,1
8,7,0,4,1
9,8,0,1,-1
31,15,1,0,-1
6,13,1,1,1
10,9,1,2,1
36,29,3,4,-1
16,12,0,0,1
34,36,1,0,1
24,14,2,0,1
13,14,2,1,1
2,14,0,1,1
9,6,2,1,1
6,8,1,0,1
32,37,1,0,-1
20,26,2,0,1
22,26,2,0,1
39,19,4,0,1
10,13,0,1,-1
10,17,2,2,-1
10,4,0,0,-1
26,23,1,1,1
29,34,2,0,1
18,23,0,1,-1
2,18,0,1,-1
15,5,2,1,1
16,2,1,0,1
20,22,2,0,1
11,16,0,0,-1
22,21,1,2,1
23,15,2,0,1
22,30,1,0,1
20,22,1,2,-1
16,12,0,1,-1
13,19,1,0,-1
14,13,2,1,-1
20,8,1,0,-1
15,18,2,0,1
20,13,2,0,-1
2,5,0,0,1
12,15,1,1,-1
22,33,1,1,-1
23,16,1,1,-1
18,12,2,1,1
8,6,0,1,-1
19,23,5,1,1
5,11,0,3,-1
26,35,1,2,1
25,16,1,0,1
22,24,0,0,1
6,4,0,0,1
14,13,2,0,1
22,19,1,1,1
6,6,3,0,1
14,16,0,3,-1
15,16,1,1,-1
27,17,0,1,1
20,15,0,1,1
5,8,0,1,-1
24,13,3,1,1
23,8,5,0,1
24,18,2,0,-1
11,18,0,0,-1
15,13,0,0,-1
28,30,0,0,-1
20,9,0,0,1
12,17,0,0,1
26,9,4,1,1
42,10,1,0,1
23,18,2,0,1
16,32,1,1,-1
25,18,1,0,1
22,17,1,1,-1
10,5,1,0,-1
11,10,1,0,-1
12,12,4,1,1
6,28,0,2,-1
10,18,1,0,-1
9,11,3,0,1
26,17,1,0,1
16,11,2,0,-1
7,24,2,1,-1
21,9,1,0,1
21,11,0,0,1
22,39,0,1,-1
20,16,1,2,1
17,8,1,0,1
27,37,3,1,1
17,15,0,2,-1
23,10,2,2,1
26,8,1,2,-1
22,23,0,1,1
16,11,1,2,1
15,8,1,2,-1
17,12,0,1,-1
20,11,1,4,1
9,13,1,5,-1
5,18,0,1,-1
24,26,0,2,-1
11,12,0,1,-1
9,12,0,0,-1
19,9,0,1,-1
14,11,1,1,-1
50,51,0,4,1
25,21,1,5,1
4,7,0,0,1
23,17,1,0,-1
28,21,0,0,-1
8,14,2,0,1
21,24,0,3,-1
41,30,4,1,1
21,19,1,0,1
19,18,3,1,1
20,4,1,0,1
12,11,0,0,1
14,17,2,0,1
15,9,1,3,-1
57,52,2,1,1
17,11,2,0,1
5,7,0,1,1
7,17,2,0,-1
24,13,1,1,-1
10,6,0,1,1
25,20,2,1,1
15,11,1,0,1
28,27,2,2,-1
11,7,0,0,1
28,23,1,1,1
16,9,0,1,-1
17,2,2,0,1
43,29,1,0,1
52,37,0,2,1
15,8,1,2,-1
9,13,0,0,-1
31,23,0,0,1
5,7,1,1,-1
45,24,1,1,1
31,12,0,0,1
22,16,1,2,1
6,5,1,1,-1
25,14,1,0,-1
22,13,3,0,1
13,12,0,0,1
31,39,0,2,-1
14,15,1,0,1
9,8,0,2,1
49,49,1,0,1
16,6,1,1,-1
16,5,1,2,1
8,8,0,1,-1
19,24,0,1,-1
21,8,3,1,1
13,20,0,0,-1
39,27,1,0,1
23,12,1,1,1
13,10,1,0,1
27,17,0,0,1
10,11,1,1,-1
2,10,0,2,-1
17,6,0,2,-1
43,16,2,0,1
17,11,1,0,-1
16,4,1,0,1
27,9,1,0,1
7,8,0,2,1
15,9,1,1,1
28,14,0,2,1
24,20,1,1,1
7,9,1,0,-1
37,27,0,0,1
82,77,0,1,1
25,6,2,0,1
15,13,1,0,-1
19,19,1,1,-1
6,3,1,0,1
12,15,0,2,-1
21,7,3,0,-1
15,23,0,1,-1
22,7,1,1,1
23,17,0,1,1
34,28,2,0,1
10,13,2,0,-1
23,22,3,0,1
27,35,1,1,-1
44,26,2,0,1
22,10,2,0,-1
36,20,1,0,1
26,17,1,1,-1
17,40,1,1,-1
2,7,1,0,-1
30,21,2,1,-1
14,15,0,1,-1
23,22,1,0,1
12,9,0,4,-1
35,21,0,1,-1
19,13,1,1,-1
17,24,0,5,-1
40,38,2,1,1
14,19,1,0,1
13,12,1,2,-1
21,9,5,1,-1
9,11,2,0,-1
11,19,1,3,-1
7,6,0,1,1
13,7,1,0,1
10,9,2,1,1
40,69,2,1,1
28,30,0,2,1
14,8,1,1,1
16,8,2,0,1
1,9,0,0,-1
15,10,1,1,1
30,8,2,0,1
6,7,0,1,-1
17,9,1,0,1
14,22,1,2,-1
20,19,3,3,-1
12,14,0,2,-1
24,5,2,1,1
27,12,1,0,1
11,5,0,1,1
3,7,0,2,-1
15,10,3,1,1
7,13,0,0,-1
11,13,0,3,1
33,35,3,0,1
18,12,1,1,-1
23,18,0,0,1
7,13,1,2,-1
86,66,1,1,1
36,33,2,2,1
25,21,1,1,1
13,11,2,0,1
7,8,1,0,-1
27,25,1,2,-1
29,35,2,2,-1
24,13,1,0,-1
24,24,1,0,1
15,18,0,1,1
28,8,6,0,1
21,19,1,0,-1
19,25,2,0,-1
34,21,0,1,-1
29,24,2,2,-1
45,40,4,1,1
13,22,1,0,1
12,8,2,0,1
48,30,1,1,-1
23,21,2,0,1
22,24,4,1,1
16,12,1,0,1
17,21,1,0,1
5,6,1,1,-1
24,15,3,0,1
10,10,2,0,1
13,6,1,0,1
13,7,0,0,-1
8,20,0,1,-1
8,8,0,0,-1
17,5,1,0,1
19,13,1,1,-1
9,18,1,1,1
16,11,5,0,1
7,14,1,1,-1
7,12,0,1,-1
8,9,1,1,-1
22,21,0,2,1
17,10,1,0,-1
16,6,2,0,-1
30,11,0,1,1
12,8,1,3,1
10,8,0,1,-1
29,45,0,1,1
21,35,0,4,-1
10,7,1,1,1
14,9,1,0,1
30,12,1,0,1
31,12,0,1,1
21,9,3,1,1
29,14,3,0,1
41,25,1,0,1
14,13,1,1,-1
30,30,0,0,-1
27,12,2,0,1
15,10,1,0,-1
40,38,2,0,1
29,13,0,0,-1
22,23,1,1,-1
10,4,0,0,1
16,12,1,0,1
31,21,2,0,1
20,12,0,1,-1
16,12,1,0,-1
13,10,2,1,1
16,10,1,1,-1
26,20,1,0,1
12,22,1,4,-1
20,13,1,3,-1
14,6,1,0,1
20,21,2,0,1
9,20,0,1,1
13,15,0,1,-1
39,28,3,1,1
9,12,0,0,1
27,28,0,0,-1
17,26,0,0,-1
27,6,3,0,1
11,12,0,1,-1
30,14,1,2,1
13,18,0,1,-1
18,8,1,0,1
33,19,1,0,1
25,5,1,0,1
18,21,2,1,1
7,10,2,1,-1
10,17,1,1,1
35,40,1,2,-1
10,2,0,0,-1
13,8,1,2,-1
18,4,3,1,1
14,15,1,0,-1
13,16,1,0,1
28,15,0,0,1
19,18,1,0,-1
59,50,0,0,1
12,9,1,2,1
58,56,1,0,1
18,11,1,0,-1
19,12,3,3,1
34,26,2,1,1
16,18,3,1,-1
11,5,2,1,1
13,18,0,2,-1
18,11,1,0,1
16,8,1,0,-1
15,17,2,1,1
24,17,4,0,1
5,4,2,1,-1
13,19,1,2,1
26,23,0,0,1
14,13,1,0,-1
9,10,2,0,-1
17,13,0,0,-1
21,25,0,2,-1
26,21,3,0,1
39,18,3,0,1
10,9,2,0,-1
17,15,2,0,-1
19,10,1,0,1
29,19,2,0,1
21,16,0,0,-1
9,9,0,0,1
16,9,0,1,-1
14,9,1,2,1
25,23,3,2,-1
22,24,1,4,-1
8,10,2,1,-1
8,8,0,1,1
14,10,2,0,1
21,22,1,1,1
54,29,5,0,1
19,11,1,0,1
20,15,2,2,-1
21,8,1,0,1
20,16,2,0,1
11,8,1,2,1
9,15,0,1,-1
19,23,1,0,1
28,17,2,1,1
10,8,0,0,1
7,14,0,1,-1
9,12,1,0,1
9,15,2,1,1
5,4,1,0,-1
10,10,1,1,-1
4,6,0,2,-1
12,2,2,0,1
4,13,0,2,1
20,18,1,0,-1
13,13,1,0,1
22,19,1,0,1
16,24,0,1,1
25,21,0,0,-1
25,16,2,3,-1
14,15,3,0,1
218,153,1,0,1
15,14,0,3,-1
8,8,1,0,1
25,8,2,2,1
34,11,3,0,1
10,7,0,0,-1
12,14,1,0,1
17,11,0,0,1
21,9,1,1,-1
9,15,0,1,1
17,18,1,0,-1
17,16,3,1,1
19,24,0,1,-1
17,19,1,0,1
15,6,0,0,-1
33,10,1,0,1
13,11,1,0,1
21,13,2,3,-1
22,18,2,1,-1
19,8,1,0,1
20,12,0,1,1
27,14,1,2,1
29,12,3,0,1
21,8,3,3,-1
19,11,1,1,-1
20,8,0,1,1
22,12,0,0,1
16,15,0,1,1
11,4,0,0,1
17,11,2,0,1
12,20,1,0,-1
12,14,2,0,-1
31,15,4,0,1
46,48,5,3,-1
20,14,1,1,1
22,8,1,0,1
27,11,1,1,-1
23,15,2,1,1
25,26,0,1,-1
41,29,0,4,1
10,4,1,0,1
17,22,0,0,-1
43,40,1,2,1
16,22,1,2,-1
21,18,0,1,1
10,9,0,0,-1
20,5,2,0,1
10,8,0,1,-1
20,14,3,0,1
16,11,0,2,-1
4,22,4,1,-1
24,12,3,1,-1
28,43,2,0,1
23,15,1,1,1
22,31,4,4,1
47,51,4,0,1
35,46,1,0,1
13,13,3,2,1
25,20,0,0,-1
32,29,1,0,1
15,10,3,1,-1
6,17,0,1,-1
33,23,0,2,-1
24,15,3,0,1
126,103,4,1,1
10,20,1,0,1
22,34,0,0,1
19,10,1,0,1
12,10,1,4,1
12,12,0,0,-1
64,58,0,0,1
36,11,2,0,1
9,14,4,1,-1
9,10,0,2,1
21,27,1,1,1
33,15,0,1,-1
30,33,2,2,1
18,11,0,1,1
16,10,1,2,-1
16,22,3,0,1
9,9,1,1,-1
8,12,1,2,-1
17,17,1,0,-1
16,22,0,3,-1
7,2,3,1,-1
23,7,1,0,-1
22,9,3,0,1
27,13,2,0,-1
22,25,0,0,1
65,86,0,4,1
14,9,3,0,1
18,12,3,0,1
20,17,2,0,1
90,38,4,1,1
5,7,1,3,-1
32,13,0,0,1
14,5,3,0,-1
15,10,2,0,1
24,16,2,0,1
40,36,1,1,1
17,14,1,2,-1
16,14,1,2,-1
14,10,1,1,-1
16,10,1,0,1
16,21,0,2,-1
15,6,1,1,-1
5,7,0,2,-1
16,22,0,3,1
25,14,1,1,1
15,7,0,0,-1
12,12,0,1,1
36,16,1,0,1
30,35,3,1,1
7,8,0,0,-1
30,32,2,0,1
34,19,2,0,-1
27,12,0,0,1
6,16,0,0,1
18,11,0,0,-1
21,19,2,1,1
16,20,0,1,-1
23,14,1,0,1
48,57,5,0,1
18,9,1,1,-1
45,13,6,0,1
27,54,0,0,1
13,15,1,0,-1
10,9,2,0,1
17,18,1,2,1
26,20,1,0,-1
31,18,0,1,1
36,50,2,1,1
17,10,0,0,-1
8,11,0,0,-1
25,21,0,2,1
30,34,3,0,1
10,22,0,4,-1
18,13,3,1,1
73,58,0,0,1
27,12,2,0,1
50,36,0,0,1
17,12,1,1,-1
48,39,1,1,-1
5,3,1,0,1
3,4,1,0,1
22,15,3,1,-1
8,4,0,2,-1
15,10,1,3,-1
3,11,0,1,1
6,8,1,1,1
12,16,2,0,-1
12,16,1,2,-1
10,22,2,0,-1
17,48,0,1,-1
18,20,0,1,-1
14,16,1,0,-1
12,28,0,2,-1
9,12,1,1,1
18,9,2,0,1
8,8,1,0,-1
9,5,0,0,-1
26,18,1,1,1
11,5,0,0,1
5,9,0,2,-1
20,17,3,2,-1
7,12,1,3,1
22,9,2,1,1
24,31,2,1,1
6,8,2,2,-1
13,15,0,1,-1
26,39,1,2,-1
29,27,2,1,1
20,20,2,0,-1
21,7,4,0,1
9,10,1,1,-1
14,16,0,1,-1
9,13,1,3,1
33,27,1,1,1
12,9,1,0,-1
13,15,2,3,-1
18,16,0,2,1
12,24,1,1,-1
25,11,0,3,1
12,6,2,1,-1
11,10,0,0,-1
3,8,0,0,-1
28,31,2,0,1
14,14,3,0,1
17,13,4,0,-1
13,12,2,0,1
16,11,0,3,-1
12,10,0,1,1
14,9,1,0,1
21,11,1,1,-1
5,4,0,1,-1
13,10,2,0,-1
7,9,2,0,1
5,12,0,1,-1
11,32,0,0,-1
15,10,0,0,-1
27,18,2,1,-1
50,19,1,0,1
24,18,3,1,1
15,14,1,0,1
13,10,0,1,1
10,9,1,1,-1
11,8,1,2,1
12,15,1,1,-1
17,13,0,0,1
37,10,1,0,1
4,5,0,2,-1
15,29,4,0,1
48,37,2,1,1
2,7,0,0,-1
26,21,1,1,1
18,21,2,2,1
7,9,0,1,1
17,14,1,0,1
22,13,4,1,1
21,18,3,1,1
17,15,3,1,1
62,18,1,1,1
10,11,2,1,1
1,9,0,1,-1
19,27,1,2,-1
20,4,0,0,1
8,7,0,1,-1
25,11,3,0,1
29,20,1,0,1
23,15,2,0,1
24,28,2,0,-1
13,9,2,0,1
24,13,2,0,-1
10,10,0,1,-1
6,1,2,1,-1
9,14,0,3,1
29,21,1,2,-1
39,7,1,1,1
6,6,0,0,-1
24,27,1,5,1
31,42,1,2,-1
11,8,0,2,-1
12,10,1,1,-1
26,40,2,2,1
16,9,2,0,-1
31,32,2,1,-1
27,41,1,0,-1
32,14,1,0,1
5,5,0,2,-1
15,9,1,0,-1
12,7,1,0,-1
23,24,4,5,-1
19,4,1,0,1
12,25,0,4,-1
17,12,0,2,-1
18,17,2,0,1
9,11,2,1,-1
20,16,2,1,1
10,12,1,2,-1
12,12,0,0,1
21,8,0,1,1
46,49,1,0,1
22,22,1,2,-1
17,10,2,0,-1
20,10,1,0,1
44,30,0,2,1
13,13,1,0,1
21,13,0,1,-1
25,28,0,1,-1
25,25,1,0,1
16,8,1,1,1
4,6,0,2,1
17,20,1,2,1
25,27,3,3,-1
19,12,2,0,1
27,9,1,4,1
11,12,1,0,1
16,19,1,3,-1
4,8,0,1,-1
9,11,1,0,-1
12,12,1,1,1
7,19,1,4,-1
23,9,4,2,1
36,30,1,3,-1
18,32,0,1,1
13,12,0,1,1
16,12,1,0,1
44,49,3,1,1
14,9,2,3,-1
9,3,0,2,-1
14,8,3,0,-1
19,4,1,0,-1
14,8,2,0,-1
13,15,1,3,1
49,10,2,0,1
18,10,0,0,1
13,8,3,0,1
40,26,3,3,-1
15,11,1,2,-1
12,13,0,2,-1
32,24,1,2,-1
15,37,2,0,1
24,19,2,1,1
10,7,0,1,1
21,27,1,0,-1
8,25,0,0,1
15,19,2,1,1
37,18,2,1,1
69,30,2,1,1
3,7,1,2,-1
7,14,0,1,1
12,14,3,0,1
16,4,4,2,1
32,18,3,1,1
26,10,2,1,-1
24,19,0,1,1
9,11,1,3,1
9,6,2,0,1
18,9,3,0,1
18,14,2,2,-1
10,14,0,1,-1
10,4,2,0,-1
28,21,1,1,1
48,29,2,1,1
19,11,2,1,-1
11,8,1,0,-1
15,13,0,2,1
5,13,2,1,-1
15,18,1,2,-1
16,20,1,1,-1
12,7,4,2,1
44,21,3,1,1
9,35,0,2,-1
17,4,3,0,1
15,6,1,1,1
27,14,3,0,1
8,15,3,6,-1
38,20,1,0,-1
25,26,2,0,1
30,10,0,0,1
11,11,2,2,-1
5,7,1,1,-1
25,21,3,2,1
11,3,3,0,1
15,11,2,1,1
13,17,1,3,-1
20,17,2,1,1
17,21,3,6,1
9,8,1,1,1
26,15,1,0,1
20,34,0,1,-1
20,27,3,2,1
29,19,0,1,-1
11,17,1,3,-1
9,16,1,1,-1
22,19,2,1,-1
23,13,0,0,1
19,21,4,1,-1
34,50,4,2,1
33,18,3,2,1
5,1,2,0,-1
17,8,0,1,1
25,19,2,0,-1
2,1,0,0,-1
3,6,0,0,-1
18,12,2,1,1
16,8,2,1,-1
31,24,5,2,1
13,15,0,1,-1
28,36,0,2,-1
9,5,2,0,1
11,6,3,1,-1
17,10,1,2,-1
19,3,0,0,1
7,12,0,1,-1
7,2,0,0,1
13,14,2,2,-1
3,5,1,0,-1
5,12,1,3,-1
19,21,1,0,-1
21,29,0,0,-1
8,5,1,1,1
25,20,3,1,1
29,7,1,0,-1
24,17,1,0,1
12,6,2,0,1
5,4,0,0,-1
7,6,1,0,1
13,15,2,0,1
8,10,1,2,-1
17,10,0,2,1
8,5,1,0,1
12,15,0,9,-1
31,32,1,0,-1
23,3,0,0,1
18,4,1,1,1
14,9,0,2,-1
19,9,1,1,-1
15,7,1,1,-1
17,12,1,1,-1
10,13,2,0,-1
5,9,0,1,-1
10,18,1,0,1
1,11,0,2,-1
15,21,0,0,-1
10,32,1,4,-1
20,15,1,1,-1
3,10,0,2,-1
33,25,0,4,1
6,9,0,1,-1
23,11,2,1,1
5,2,3,2,1
14,16,2,0,1
8,7,1,2,1
14,11,1,0,-1
57,35,4,2,1
15,25,0,0,1
18,27,0,2,-1
13,14,1,1,-1
14,9,0,1,-1
18,26,0,2,-1
15,19,3,5,-1
17,8,1,2,1
6,11,2,0,-1
14,10,0,2,-1
11,26,0,0,-1
16,8,1,0,-1
26,27,0,3,1
29,23,1,2,-1
13,13,0,1,-1
13,3,1,0,1
5,7,0,2,-1
10,7,0,0,1
2,5,0,1,-1
6,4,1,2,-1
13,8,1,1,1
6,4,0,1,-1
15,8,2,0,-1
20,4,4,0,1
18,26,2,0,1
42,40,1,0,1
29,19,2,1,1
17,4,2,1,1
21,23,1,2,-1
12,9,0,1,-1
14,11,3,1,-1
14,12,0,0,-1
34,17,1,1,1
2,17,0,3,-1
28,7,4,1,1
8,18,0,2,1
33,15,4,2,1
29,33,3,3,-1
48,32,0,2,1
22,12,2,0,1
28,31,1,1,1
28,29,1,0,1
13,18,1,0,-1
26,16,4,0,-1
14,3,2,0,1
44,26,0,0,1
12,23,0,0,1
11,21,0,0,-1
9,8,1,1,1
20,6,0,3,-1
9,15,0,3,-1
16,6,4,1,1
42,26,2,2,1
30,21,0,1,-1
10,20,0,2,-1
18,16,3,2,-1
21,20,1,1,-1
15,9,0,0,-1
11,10,2,2,-1
12,20,0,0,-1
18,13,1,0,1
13,23,1,0,-1
14,2,1,0,1
11,6,1,0,-1
11,20,0,3,-1
21,17,1,0,-1
4,10,0,0,-1
20,15,2,0,-1
16,20,1,2,1
18,14,1,0,1
15,20,4,1,1
13,23,3,1,1
11,12,0,0,1
10,13,0,3,-1
11,11,0,0,-1
18,14,4,1,1
12,16,1,3,-1
21,15,0,1,1
19,17,2,1,1
37,22,1,1,-1
15,23,1,0,1
7,11,1,1,-1
14,16,2,2,1
13,25,2,0,-1
30,17,3,0,1
87,61,1,0,1
15,32,0,2,-1
7,13,1,1,1
14,8,0,0,-1
8,23,0,1,-1
10,15,0,0,-1
8,6,0,1,-1
4,6,0,1,-1
31,45,3,2,-1
24,25,1,1,-1
25,20,2,1,-1
30,23,2,0,1
13,18,0,0,1
14,14,1,1,-1
7,8,1,0,-1
17,14,0,4,-1
6,15,0,0,-1
10,16,0,0,-1
21,24,0,3,-1
14,10,0,1,-1
8,7,2,3,-1
20,18,2,2,-1
15,23,0,0,1
14,15,2,3,-1
15,17,1,2,1
14,19,1,0,-1
5,4,2,1,-1
9,16,1,2,-1
12,2,0,0,-1
29,25,3,2,-1
32,17,3,0,1
28,41,0,1,-1
40,39,1,1,1
15,13,1,0,-1
40,42,2,0,1
14,14,2,1,-1
10,15,2,0,1
18,20,1,0,1
30,9,1,0,1
5,12,2,1,-1
9,5,3,2,-1
12,9,1,2,-1
12,7,1,0,1
